age,gender,height,weight,activity_level,food_pref,bmi,category
54,Female,179,114,2,Non-Veg,35.58,Obese
36,Female,158,56,3,Non-Veg,22.43,Normal
33,Male,194,65,2,Veg,17.27,Underweight
51,Female,177,103,3,Vegan,32.88,Obese
22,Male,152,112,1,Non-Veg,48.48,Obese
43,Female,154,105,4,Veg,44.27,Obese
26,Female,187,94,2,Vegan,26.88,Overweight
61,Male,160,110,3,Veg,42.97,Obese
38,Female,183,47,4,Non-Veg,14.03,Underweight
43,Female,170,72,4,Non-Veg,24.91,Normal
50,Male,184,96,2,Veg,28.36,Overweight
68,Male,167,102,3,Veg,36.57,Obese
40,Female,171,61,1,Vegan,20.86,Normal
47,Male,176,79,1,Veg,25.5,Overweight
33,Female,151,84,4,Vegan,36.84,Obese
56,Female,158,64,4,Veg,25.64,Overweight
25,Male,172,107,3,Non-Veg,36.17,Obese
42,Male,187,59,3,Veg,16.87,Underweight
52,Male,195,58,4,Veg,15.25,Underweight
56,Male,184,50,3,Vegan,14.77,Underweight
40,Male,176,90,2,Non-Veg,29.05,Overweight
53,Male,157,106,3,Vegan,43.0,Obese
47,Male,163,69,4,Non-Veg,25.97,Overweight
43,Female,172,66,4,Veg,22.31,Normal
36,Female,152,86,3,Veg,37.22,Obese
45,Female,194,115,2,Vegan,30.56,Obese
26,Male,168,91,4,Non-Veg,32.24,Obese
55,Male,185,84,1,Non-Veg,24.54,Normal
26,Female,182,96,1,Non-Veg,28.98,Overweight
28,Male,184,103,2,Non-Veg,30.42,Obese
58,Female,153,52,2,Veg,22.21,Normal
63,Female,190,99,4,Veg,27.42,Overweight
66,Female,179,56,3,Vegan,17.48,Underweight
63,Female,170,65,1,Veg,22.49,Normal
20,Female,182,117,1,Veg,35.32,Obese
21,Male,166,109,4,Veg,39.56,Obese
40,Male,189,98,4,Non-Veg,27.43,Overweight
64,Male,190,63,2,Veg,17.45,Underweight
39,Female,170,95,2,Veg,32.87,Obese
46,Male,153,99,3,Non-Veg,42.29,Obese
29,Male,152,110,4,Non-Veg,47.61,Obese
44,Male,190,45,4,Vegan,12.47,Underweight
55,Female,171,69,2,Veg,23.6,Normal
29,Female,175,71,4,Vegan,23.18,Normal
59,Male,178,84,2,Vegan,26.51,Overweight
65,Male,169,100,1,Veg,35.01,Obese
55,Male,195,106,4,Vegan,27.88,Overweight
37,Female,182,83,1,Veg,25.06,Overweight
66,Female,191,98,2,Veg,26.86,Overweight
26,Female,186,93,1,Veg,26.88,Overweight
41,Male,188,99,1,Vegan,28.01,Overweight
30,Female,160,63,3,Veg,24.61,Normal
63,Male,150,84,4,Vegan,37.33,Obese
29,Female,157,105,1,Veg,42.6,Obese
29,Male,197,77,1,Non-Veg,19.84,Normal
56,Female,154,52,1,Vegan,21.93,Normal
63,Male,179,91,3,Veg,28.4,Overweight
64,Female,167,62,2,Non-Veg,22.23,Normal
50,Male,185,63,3,Veg,18.41,Underweight
50,Female,164,85,3,Non-Veg,31.6,Obese
46,Male,159,110,3,Vegan,43.51,Obese
30,Female,163,95,2,Veg,35.76,Obese
56,Female,152,114,3,Veg,49.34,Obese
19,Male,187,47,4,Non-Veg,13.44,Underweight
57,Female,166,85,2,Vegan,30.85,Obese
60,Male,194,106,1,Vegan,28.16,Overweight
48,Male,172,68,1,Non-Veg,22.99,Normal
45,Male,192,62,4,Vegan,16.82,Underweight
62,Male,158,97,2,Non-Veg,38.86,Obese
47,Female,193,76,3,Vegan,20.4,Normal
45,Female,164,85,3,Vegan,31.6,Obese
57,Male,197,76,2,Vegan,19.58,Normal
53,Female,182,68,3,Non-Veg,20.53,Normal
45,Male,156,112,1,Veg,46.02,Obese
18,Male,169,63,1,Non-Veg,22.06,Normal
35,Female,184,87,3,Vegan,25.7,Overweight
44,Female,160,93,1,Non-Veg,36.33,Obese
22,Female,183,92,4,Non-Veg,27.47,Overweight
18,Male,153,94,1,Non-Veg,40.16,Obese
41,Male,152,119,1,Non-Veg,51.51,Obese
44,Female,192,108,3,Non-Veg,29.3,Overweight
68,Female,155,103,1,Vegan,42.87,Obese
47,Female,186,81,2,Veg,23.41,Normal
52,Male,155,112,2,Veg,46.62,Obese
66,Male,162,103,3,Non-Veg,39.25,Obese
69,Male,194,66,4,Veg,17.54,Underweight
54,Male,198,57,2,Veg,14.54,Underweight
39,Male,172,95,3,Non-Veg,32.11,Obese
51,Female,194,95,2,Veg,25.24,Overweight
38,Female,193,65,4,Vegan,17.45,Underweight
56,Female,150,107,4,Veg,47.56,Obese
52,Male,196,55,4,Vegan,14.32,Underweight
34,Male,167,68,2,Vegan,24.38,Normal
54,Male,170,52,4,Veg,17.99,Underweight
34,Male,185,63,3,Vegan,18.41,Underweight
51,Male,194,91,4,Non-Veg,24.18,Normal
38,Female,160,49,1,Veg,19.14,Normal
63,Female,161,114,1,Vegan,43.98,Obese
36,Female,197,96,4,Non-Veg,24.74,Normal
53,Female,160,77,2,Vegan,30.08,Obese
32,Male,160,108,1,Vegan,42.19,Obese
67,Male,163,95,3,Vegan,35.76,Obese
64,Female,156,79,4,Vegan,32.46,Obese
26,Female,194,116,3,Vegan,30.82,Obese
55,Male,154,57,3,Non-Veg,24.03,Normal
48,Male,165,66,1,Non-Veg,24.24,Normal
60,Male,159,86,4,Non-Veg,34.02,Obese
38,Female,161,110,1,Vegan,42.44,Obese
47,Male,179,91,3,Vegan,28.4,Overweight
67,Female,175,115,2,Vegan,37.55,Obese
20,Male,185,69,1,Veg,20.16,Normal
32,Male,162,52,1,Veg,19.81,Normal
18,Female,184,110,3,Vegan,32.49,Obese
26,Female,195,48,2,Vegan,12.62,Underweight
55,Male,184,116,3,Non-Veg,34.26,Obese
30,Male,181,78,1,Veg,23.81,Normal
36,Male,187,60,2,Veg,17.16,Underweight
51,Female,165,104,2,Non-Veg,38.2,Obese
43,Male,196,75,4,Non-Veg,19.52,Normal
56,Male,157,99,3,Non-Veg,40.16,Obese
46,Male,188,109,1,Veg,30.84,Obese
47,Male,162,65,3,Veg,24.77,Normal
36,Male,174,75,1,Vegan,24.77,Normal
40,Female,159,54,4,Non-Veg,21.36,Normal
69,Female,181,58,2,Non-Veg,17.7,Underweight
69,Male,173,66,2,Vegan,22.05,Normal
21,Male,172,52,2,Vegan,17.58,Underweight
48,Female,183,119,1,Veg,35.53,Obese
32,Male,180,70,2,Non-Veg,21.6,Normal
55,Male,172,94,4,Veg,31.77,Obese
23,Male,193,108,1,Vegan,28.99,Overweight
18,Male,168,53,3,Non-Veg,18.78,Normal
61,Female,185,59,3,Veg,17.24,Underweight
36,Male,155,100,4,Vegan,41.62,Obese
54,Male,172,73,1,Vegan,24.68,Normal
42,Female,159,91,3,Veg,36.0,Obese
38,Male,162,77,4,Vegan,29.34,Overweight
34,Female,196,69,2,Veg,17.96,Underweight
38,Female,168,56,1,Non-Veg,19.84,Normal
34,Male,197,72,4,Veg,18.55,Normal
52,Male,197,62,4,Non-Veg,15.98,Underweight
52,Female,190,115,1,Veg,31.86,Obese
35,Male,162,75,2,Veg,28.58,Overweight
26,Female,160,98,4,Non-Veg,38.28,Obese
50,Female,194,89,1,Non-Veg,23.65,Normal
26,Female,157,51,4,Non-Veg,20.69,Normal
20,Female,155,88,1,Non-Veg,36.63,Obese
18,Female,170,57,1,Veg,19.72,Normal
27,Male,193,91,1,Non-Veg,24.43,Normal
63,Male,186,68,2,Non-Veg,19.66,Normal
34,Female,163,54,3,Veg,20.32,Normal
20,Male,187,61,4,Non-Veg,17.44,Underweight
69,Female,178,87,1,Non-Veg,27.46,Overweight
43,Female,150,72,4,Vegan,32.0,Obese
34,Female,177,102,4,Vegan,32.56,Obese
59,Male,196,78,1,Non-Veg,20.3,Normal
24,Female,181,69,1,Vegan,21.06,Normal
24,Female,161,60,4,Vegan,23.15,Normal
53,Male,156,95,1,Vegan,39.04,Obese
25,Male,172,116,1,Non-Veg,39.21,Obese
21,Female,152,73,1,Veg,31.6,Obese
51,Female,177,88,2,Non-Veg,28.09,Overweight
57,Male,154,100,4,Non-Veg,42.17,Obese
28,Male,181,72,2,Veg,21.98,Normal
34,Male,175,115,2,Veg,37.55,Obese
43,Male,159,89,3,Vegan,35.2,Obese
30,Male,157,112,3,Vegan,45.44,Obese
45,Male,192,109,1,Vegan,29.57,Overweight
69,Female,173,98,4,Veg,32.74,Obese
64,Male,190,90,2,Non-Veg,24.93,Normal
66,Female,154,96,1,Vegan,40.48,Obese
50,Female,187,71,2,Vegan,20.3,Normal
49,Male,170,90,1,Non-Veg,31.14,Obese
55,Female,171,106,2,Non-Veg,36.25,Obese
27,Female,162,47,2,Non-Veg,17.91,Underweight
46,Female,193,77,1,Vegan,20.67,Normal
30,Female,160,72,4,Non-Veg,28.12,Overweight
58,Female,153,92,4,Vegan,39.3,Obese
43,Female,161,55,1,Veg,21.22,Normal
35,Male,172,99,2,Non-Veg,33.46,Obese
35,Female,155,48,4,Vegan,19.98,Normal
46,Male,183,61,3,Vegan,18.21,Underweight
33,Female,183,52,1,Non-Veg,15.53,Underweight
25,Female,181,109,3,Vegan,33.27,Obese
34,Male,169,88,1,Veg,30.81,Obese
27,Female,186,72,2,Vegan,20.81,Normal
60,Male,173,86,4,Non-Veg,28.73,Overweight
25,Female,176,66,1,Vegan,21.31,Normal
46,Male,193,57,1,Non-Veg,15.3,Underweight
53,Male,176,78,3,Veg,25.18,Overweight
49,Male,178,115,1,Vegan,36.3,Obese
37,Female,179,79,3,Veg,24.66,Normal
56,Male,175,61,2,Veg,19.92,Normal
69,Male,169,97,3,Non-Veg,33.96,Obese
21,Male,199,45,2,Non-Veg,11.36,Underweight
62,Female,172,54,3,Vegan,18.25,Underweight
58,Male,154,109,1,Non-Veg,45.96,Obese
51,Female,194,85,1,Veg,22.58,Normal
28,Female,170,70,3,Vegan,24.22,Normal
62,Female,156,91,3,Vegan,37.39,Obese
43,Female,154,65,2,Vegan,27.41,Overweight
59,Female,164,52,1,Vegan,19.33,Normal
65,Male,195,72,2,Veg,18.93,Normal
44,Female,164,81,1,Vegan,30.12,Obese
64,Female,176,84,3,Veg,27.12,Overweight
53,Female,178,68,4,Non-Veg,21.46,Normal
21,Male,183,101,1,Vegan,30.16,Obese
69,Male,194,113,3,Non-Veg,30.02,Obese
58,Male,155,101,2,Vegan,42.04,Obese
56,Female,170,105,4,Vegan,36.33,Obese
68,Female,196,112,4,Non-Veg,29.15,Overweight
68,Male,185,85,1,Veg,24.84,Normal
40,Female,199,74,2,Veg,18.69,Normal
42,Female,176,95,2,Veg,30.67,Obese
65,Male,196,83,4,Non-Veg,21.61,Normal
38,Female,170,116,1,Vegan,40.14,Obese
48,Female,159,76,3,Non-Veg,30.06,Obese
26,Male,160,54,2,Veg,21.09,Normal
34,Female,197,96,3,Veg,24.74,Normal
38,Male,187,109,3,Veg,31.17,Obese
68,Female,166,110,4,Vegan,39.92,Obese
49,Male,155,45,3,Vegan,18.73,Normal
56,Male,166,78,3,Veg,28.31,Overweight
46,Male,162,114,2,Veg,43.44,Obese
20,Male,198,91,1,Vegan,23.21,Normal
18,Male,152,59,4,Non-Veg,25.54,Overweight
66,Male,192,79,4,Non-Veg,21.43,Normal
50,Female,183,105,3,Vegan,31.35,Obese
46,Male,155,93,4,Vegan,38.71,Obese
18,Male,176,50,4,Veg,16.14,Underweight
65,Female,184,63,4,Vegan,18.61,Normal
60,Female,174,64,3,Vegan,21.14,Normal
19,Female,171,101,1,Vegan,34.54,Obese
31,Female,152,60,3,Vegan,25.97,Overweight
68,Female,165,116,4,Veg,42.61,Obese
66,Female,160,49,3,Veg,19.14,Normal
23,Male,154,101,4,Non-Veg,42.59,Obese
22,Female,182,106,2,Veg,32.0,Obese
36,Female,154,110,2,Vegan,46.38,Obese
56,Female,182,57,4,Non-Veg,17.21,Underweight
24,Male,172,58,3,Vegan,19.61,Normal
46,Female,169,73,4,Non-Veg,25.56,Overweight
27,Male,157,106,1,Non-Veg,43.0,Obese
34,Female,155,102,1,Non-Veg,42.46,Obese
58,Male,167,85,1,Vegan,30.48,Obese
66,Female,156,47,2,Non-Veg,19.31,Normal
42,Male,165,46,4,Non-Veg,16.9,Underweight
55,Female,175,87,3,Vegan,28.41,Overweight
44,Male,196,64,3,Veg,16.66,Underweight
37,Female,168,110,2,Veg,38.97,Obese
51,Female,152,50,3,Vegan,21.64,Normal
27,Male,182,92,2,Veg,27.77,Overweight
53,Male,151,73,4,Veg,32.02,Obese
36,Female,174,54,1,Vegan,17.84,Underweight
39,Male,197,65,3,Non-Veg,16.75,Underweight
53,Female,179,69,1,Veg,21.53,Normal
66,Male,153,51,1,Veg,21.79,Normal
53,Male,150,54,4,Veg,24.0,Normal
62,Female,191,76,4,Non-Veg,20.83,Normal
65,Female,166,118,2,Vegan,42.82,Obese
67,Male,170,69,4,Vegan,23.88,Normal
32,Female,178,117,3,Non-Veg,36.93,Obese
36,Female,177,61,3,Veg,19.47,Normal
58,Female,199,84,3,Veg,21.21,Normal
40,Male,181,96,3,Vegan,29.3,Overweight
50,Male,195,113,3,Non-Veg,29.72,Overweight
57,Male,199,111,2,Non-Veg,28.03,Overweight
50,Male,165,92,3,Non-Veg,33.79,Obese
35,Female,168,80,3,Vegan,28.34,Overweight
30,Female,195,47,2,Non-Veg,12.36,Underweight
18,Male,176,52,3,Non-Veg,16.79,Underweight
59,Male,158,50,3,Veg,20.03,Normal
56,Male,177,98,1,Veg,31.28,Obese
35,Female,170,46,1,Non-Veg,15.92,Underweight
60,Male,187,84,4,Non-Veg,24.02,Normal
60,Male,164,62,2,Vegan,23.05,Normal
39,Female,160,102,1,Veg,39.84,Obese
21,Female,156,105,3,Non-Veg,43.15,Obese
41,Female,177,45,3,Vegan,14.36,Underweight
31,Female,199,45,2,Non-Veg,11.36,Underweight
38,Female,178,49,1,Non-Veg,15.47,Underweight
45,Male,199,115,3,Veg,29.04,Overweight
64,Female,168,79,4,Veg,27.99,Overweight
18,Female,161,104,3,Non-Veg,40.12,Obese
40,Male,170,105,3,Non-Veg,36.33,Obese
69,Female,174,99,2,Vegan,32.7,Obese
49,Male,185,93,2,Non-Veg,27.17,Overweight
56,Female,182,105,1,Non-Veg,31.7,Obese
68,Male,184,83,2,Veg,24.52,Normal
22,Female,172,111,2,Veg,37.52,Obese
39,Male,178,81,3,Veg,25.56,Overweight
49,Female,196,67,1,Veg,17.44,Underweight
57,Male,151,50,4,Non-Veg,21.93,Normal
47,Female,182,74,1,Non-Veg,22.34,Normal
60,Female,191,54,3,Vegan,14.8,Underweight
53,Female,158,72,3,Non-Veg,28.84,Overweight
56,Male,196,63,2,Vegan,16.4,Underweight
45,Female,157,53,3,Veg,21.5,Normal
50,Male,152,118,4,Vegan,51.07,Obese
59,Male,178,94,2,Vegan,29.67,Overweight
30,Female,150,78,1,Vegan,34.67,Obese
30,Female,198,108,1,Veg,27.55,Overweight
56,Female,173,70,1,Vegan,23.39,Normal
30,Male,175,93,3,Vegan,30.37,Obese
66,Male,150,106,1,Vegan,47.11,Obese
42,Male,152,73,1,Vegan,31.6,Obese
49,Female,165,69,2,Veg,25.34,Overweight
18,Male,171,85,3,Vegan,29.07,Overweight
58,Male,163,73,3,Vegan,27.48,Overweight
19,Male,194,59,3,Vegan,15.68,Underweight
63,Female,189,62,3,Non-Veg,17.36,Underweight
49,Female,171,50,4,Vegan,17.1,Underweight
57,Female,164,101,1,Veg,37.55,Obese
35,Female,162,89,2,Vegan,33.91,Obese
37,Female,178,111,3,Vegan,35.03,Obese
31,Female,189,103,3,Non-Veg,28.83,Overweight
21,Male,160,74,3,Non-Veg,28.91,Overweight
66,Male,177,75,4,Non-Veg,23.94,Normal
32,Female,174,80,4,Veg,26.42,Overweight
54,Female,194,106,3,Non-Veg,28.16,Overweight
69,Male,184,108,4,Veg,31.9,Obese
24,Female,158,50,1,Non-Veg,20.03,Normal
34,Female,172,47,1,Non-Veg,15.89,Underweight
53,Female,186,106,2,Non-Veg,30.64,Obese
30,Male,165,52,4,Vegan,19.1,Normal
57,Male,151,54,4,Vegan,23.68,Normal
32,Female,166,46,2,Vegan,16.69,Underweight
43,Male,167,106,4,Veg,38.01,Obese
55,Male,196,111,2,Vegan,28.89,Overweight
47,Male,150,89,4,Veg,39.56,Obese
63,Male,176,51,2,Non-Veg,16.46,Underweight
56,Male,164,48,4,Vegan,17.85,Underweight
23,Female,169,77,4,Veg,26.96,Overweight
54,Male,171,114,1,Veg,38.99,Obese
49,Male,164,49,4,Non-Veg,18.22,Underweight
67,Female,155,100,2,Vegan,41.62,Obese
57,Male,178,115,4,Veg,36.3,Obese
55,Female,151,52,3,Veg,22.81,Normal
55,Female,176,64,4,Vegan,20.66,Normal
48,Male,181,105,2,Vegan,32.05,Obese
62,Male,184,59,4,Veg,17.43,Underweight
30,Male,184,119,3,Veg,35.15,Obese
68,Female,160,74,3,Veg,28.91,Overweight
52,Female,187,75,2,Non-Veg,21.45,Normal
66,Female,185,76,3,Vegan,22.21,Normal
60,Female,184,47,4,Veg,13.88,Underweight
38,Male,159,69,4,Veg,27.29,Overweight
46,Male,168,87,2,Non-Veg,30.82,Obese
60,Male,169,92,3,Vegan,32.21,Obese
41,Male,195,99,4,Veg,26.04,Overweight
22,Male,170,56,2,Non-Veg,19.38,Normal
66,Female,169,82,1,Non-Veg,28.71,Overweight
28,Female,160,105,2,Vegan,41.02,Obese
35,Female,172,119,1,Veg,40.22,Obese
40,Male,174,98,2,Non-Veg,32.37,Obese
36,Male,156,48,1,Vegan,19.72,Normal
57,Female,171,91,1,Veg,31.12,Obese
63,Female,199,64,2,Veg,16.16,Underweight
60,Male,161,84,2,Non-Veg,32.41,Obese
55,Male,177,100,2,Non-Veg,31.92,Obese
30,Male,151,81,1,Non-Veg,35.52,Obese
19,Female,175,119,4,Vegan,38.86,Obese
39,Female,157,73,4,Non-Veg,29.62,Overweight
47,Male,169,99,4,Non-Veg,34.66,Obese
60,Male,165,89,3,Vegan,32.69,Obese
65,Male,172,117,3,Vegan,39.55,Obese
37,Male,191,101,4,Vegan,27.69,Overweight
48,Male,179,64,4,Vegan,19.97,Normal
29,Male,166,108,2,Non-Veg,39.19,Obese
46,Male,195,55,2,Non-Veg,14.46,Underweight
24,Female,183,64,2,Non-Veg,19.11,Normal
41,Female,181,96,3,Veg,29.3,Overweight
37,Male,186,84,4,Vegan,24.28,Normal
57,Male,195,108,4,Veg,28.4,Overweight
47,Female,159,83,4,Veg,32.83,Obese
53,Male,162,80,1,Non-Veg,30.48,Obese
39,Female,180,108,2,Vegan,33.33,Obese
41,Male,172,66,2,Vegan,22.31,Normal
28,Female,195,106,1,Non-Veg,27.88,Overweight
27,Female,195,68,3,Non-Veg,17.88,Underweight
40,Male,150,101,3,Non-Veg,44.89,Obese
51,Male,171,57,1,Non-Veg,19.49,Normal
68,Female,189,61,3,Non-Veg,17.08,Underweight
32,Male,188,57,1,Veg,16.13,Underweight
57,Female,175,117,3,Non-Veg,38.2,Obese
36,Female,156,92,2,Vegan,37.8,Obese
56,Female,174,106,4,Veg,35.01,Obese
62,Male,198,50,3,Veg,12.75,Underweight
43,Female,180,98,4,Vegan,30.25,Obese
25,Male,162,76,3,Non-Veg,28.96,Overweight
55,Female,177,97,2,Vegan,30.96,Obese
45,Male,194,66,4,Veg,17.54,Underweight
55,Female,157,106,1,Non-Veg,43.0,Obese
31,Female,184,54,3,Vegan,15.95,Underweight
29,Male,180,113,2,Veg,34.88,Obese
58,Male,170,66,4,Veg,22.84,Normal
62,Male,191,93,4,Veg,25.49,Overweight
34,Female,185,45,3,Veg,13.15,Underweight
34,Female,157,67,2,Vegan,27.18,Overweight
43,Male,162,83,1,Veg,31.63,Obese
45,Male,165,46,2,Non-Veg,16.9,Underweight
34,Female,188,57,4,Non-Veg,16.13,Underweight
46,Female,179,57,3,Veg,17.79,Underweight
47,Male,197,99,1,Vegan,25.51,Overweight
69,Male,158,96,2,Vegan,38.46,Obese
40,Female,179,77,1,Veg,24.03,Normal
64,Male,193,119,2,Veg,31.95,Obese
49,Male,161,101,4,Vegan,38.96,Obese
29,Male,192,86,2,Vegan,23.33,Normal
28,Male,192,61,1,Non-Veg,16.55,Underweight
46,Male,170,84,3,Non-Veg,29.07,Overweight
39,Female,187,81,1,Vegan,23.16,Normal
25,Male,198,55,4,Veg,14.03,Underweight
38,Male,151,107,4,Vegan,46.93,Obese
56,Female,166,50,3,Non-Veg,18.14,Underweight
45,Female,187,81,3,Non-Veg,23.16,Normal
43,Male,192,80,2,Veg,21.7,Normal
69,Female,181,104,2,Vegan,31.75,Obese
52,Female,189,100,3,Veg,27.99,Overweight
59,Female,197,84,1,Vegan,21.64,Normal
29,Female,173,48,2,Vegan,16.04,Underweight
26,Male,165,100,4,Vegan,36.73,Obese
41,Male,163,69,3,Non-Veg,25.97,Overweight
20,Female,173,117,2,Non-Veg,39.09,Obese
36,Male,173,49,3,Non-Veg,16.37,Underweight
44,Female,198,59,3,Veg,15.05,Underweight
61,Female,196,78,3,Vegan,20.3,Normal
67,Female,161,48,3,Vegan,18.52,Normal
65,Male,174,110,2,Vegan,36.33,Obese
38,Male,169,93,4,Non-Veg,32.56,Obese
38,Female,182,82,1,Vegan,24.76,Normal
63,Female,164,90,1,Veg,33.46,Obese
41,Male,154,114,1,Vegan,48.07,Obese
65,Female,196,112,3,Non-Veg,29.15,Overweight
38,Female,184,67,4,Vegan,19.79,Normal
57,Female,159,96,1,Vegan,37.97,Obese
28,Male,154,97,3,Veg,40.9,Obese
62,Female,178,113,1,Vegan,35.66,Obese
65,Female,150,104,3,Non-Veg,46.22,Obese
28,Female,193,83,2,Veg,22.28,Normal
25,Male,177,117,3,Vegan,37.35,Obese
38,Female,196,78,3,Vegan,20.3,Normal
69,Male,161,45,3,Non-Veg,17.36,Underweight
57,Male,196,45,1,Veg,11.71,Underweight
59,Female,191,65,3,Veg,17.82,Underweight
39,Female,184,52,2,Vegan,15.36,Underweight
34,Male,175,57,1,Non-Veg,18.61,Normal
34,Female,163,89,2,Vegan,33.5,Obese
63,Female,196,116,1,Vegan,30.2,Obese
44,Male,198,75,1,Vegan,19.13,Normal
23,Male,171,102,1,Vegan,34.88,Obese
42,Female,175,91,1,Non-Veg,29.71,Overweight
37,Female,155,103,4,Non-Veg,42.87,Obese
35,Female,166,58,2,Veg,21.05,Normal
24,Female,193,59,3,Vegan,15.84,Underweight
60,Male,193,79,1,Vegan,21.21,Normal
36,Female,185,79,4,Non-Veg,23.08,Normal
65,Female,189,68,1,Veg,19.04,Normal
34,Male,192,94,1,Vegan,25.5,Overweight
49,Female,162,114,2,Non-Veg,43.44,Obese
54,Female,164,112,4,Vegan,41.64,Obese
33,Female,165,106,4,Veg,38.93,Obese
43,Female,181,110,3,Vegan,33.58,Obese
25,Female,164,87,3,Veg,32.35,Obese
56,Male,151,52,3,Vegan,22.81,Normal
56,Female,165,74,2,Non-Veg,27.18,Overweight
35,Female,154,83,4,Non-Veg,35.0,Obese
60,Female,194,67,1,Non-Veg,17.8,Underweight
23,Female,195,48,1,Vegan,12.62,Underweight
23,Female,191,62,3,Non-Veg,17.0,Underweight
49,Male,186,118,4,Non-Veg,34.11,Obese
65,Female,152,55,3,Veg,23.81,Normal
49,Female,153,85,3,Veg,36.31,Obese
49,Female,155,79,2,Veg,32.88,Obese
37,Female,197,55,1,Vegan,14.17,Underweight
59,Male,158,104,4,Vegan,41.66,Obese
31,Male,167,117,3,Non-Veg,41.95,Obese
36,Male,196,113,3,Vegan,29.41,Overweight
47,Male,177,69,2,Non-Veg,22.02,Normal
59,Male,195,102,2,Vegan,26.82,Overweight
58,Male,163,92,2,Non-Veg,34.63,Obese
52,Male,160,65,2,Veg,25.39,Overweight
24,Male,166,108,2,Non-Veg,39.19,Obese
29,Male,191,98,3,Vegan,26.86,Overweight
33,Male,167,103,2,Non-Veg,36.93,Obese
61,Male,196,92,2,Veg,23.95,Normal
21,Male,151,103,3,Vegan,45.17,Obese
32,Male,157,51,3,Vegan,20.69,Normal
63,Male,189,56,1,Non-Veg,15.68,Underweight
60,Male,166,80,1,Veg,29.03,Overweight
43,Female,185,72,2,Veg,21.04,Normal
64,Female,186,74,3,Non-Veg,21.39,Normal
27,Male,194,96,4,Veg,25.51,Overweight
54,Male,152,59,4,Vegan,25.54,Overweight
63,Female,168,65,4,Veg,23.03,Normal
44,Male,178,64,1,Non-Veg,20.2,Normal
53,Female,171,60,2,Veg,20.52,Normal
53,Female,194,63,3,Non-Veg,16.74,Underweight
30,Male,178,66,4,Vegan,20.83,Normal
53,Male,188,63,2,Non-Veg,17.82,Underweight
69,Male,164,101,4,Veg,37.55,Obese
49,Female,199,49,4,Vegan,12.37,Underweight
28,Male,171,102,4,Veg,34.88,Obese
61,Female,162,86,1,Non-Veg,32.77,Obese
48,Male,153,63,2,Non-Veg,26.91,Overweight
48,Female,184,101,1,Veg,29.83,Overweight
48,Male,180,97,4,Non-Veg,29.94,Overweight
69,Female,151,110,4,Veg,48.24,Obese
49,Female,165,90,3,Veg,33.06,Obese
48,Male,173,45,3,Vegan,15.04,Underweight
38,Female,156,70,3,Non-Veg,28.76,Overweight
29,Male,166,119,4,Veg,43.18,Obese
64,Female,191,115,2,Non-Veg,31.52,Obese
41,Female,193,63,2,Vegan,16.91,Underweight
57,Female,192,119,1,Vegan,32.28,Obese
29,Male,191,71,1,Non-Veg,19.46,Normal
19,Male,165,46,4,Non-Veg,16.9,Underweight
47,Female,187,72,1,Veg,20.59,Normal
27,Female,191,84,1,Veg,23.03,Normal
58,Female,191,91,1,Non-Veg,24.94,Normal
33,Male,171,101,4,Non-Veg,34.54,Obese
60,Male,190,78,4,Non-Veg,21.61,Normal
42,Female,161,84,1,Non-Veg,32.41,Obese
26,Female,181,92,4,Vegan,28.08,Overweight
19,Male,185,68,2,Vegan,19.87,Normal
19,Male,163,110,1,Vegan,41.4,Obese
29,Male,177,68,1,Non-Veg,21.71,Normal
63,Female,186,62,4,Non-Veg,17.92,Underweight
51,Female,161,66,4,Non-Veg,25.46,Overweight
53,Male,185,66,2,Vegan,19.28,Normal
33,Male,185,100,1,Veg,29.22,Overweight
62,Female,169,62,2,Vegan,21.71,Normal
40,Female,194,60,3,Veg,15.94,Underweight
21,Male,189,114,4,Veg,31.91,Obese
62,Male,163,105,3,Non-Veg,39.52,Obese
49,Male,193,61,1,Non-Veg,16.38,Underweight
64,Female,183,49,1,Vegan,14.63,Underweight
69,Male,189,87,1,Veg,24.36,Normal
48,Male,166,98,2,Vegan,35.56,Obese
49,Female,162,79,1,Veg,30.1,Obese
46,Female,174,66,2,Veg,21.8,Normal
22,Female,176,116,3,Veg,37.45,Obese
37,Female,172,119,3,Vegan,40.22,Obese
41,Male,178,98,2,Vegan,30.93,Obese
37,Female,152,109,3,Non-Veg,47.18,Obese
64,Male,166,110,1,Non-Veg,39.92,Obese
25,Male,197,95,1,Vegan,24.48,Normal
52,Male,176,64,1,Vegan,20.66,Normal
21,Male,168,89,3,Veg,31.53,Obese
30,Female,171,96,3,Veg,32.83,Obese
62,Female,192,116,4,Non-Veg,31.47,Obese
43,Female,175,67,3,Veg,21.88,Normal
45,Male,169,100,3,Vegan,35.01,Obese
68,Female,164,99,2,Vegan,36.81,Obese
43,Female,176,55,2,Non-Veg,17.76,Underweight
60,Male,155,90,4,Non-Veg,37.46,Obese
66,Female,177,109,3,Vegan,34.79,Obese
69,Female,196,51,3,Vegan,13.28,Underweight
21,Male,161,70,2,Non-Veg,27.01,Overweight
29,Male,186,90,1,Veg,26.01,Overweight
30,Male,153,119,4,Veg,50.84,Obese
24,Female,160,98,1,Vegan,38.28,Obese
62,Male,199,72,3,Vegan,18.18,Underweight
43,Male,178,80,2,Non-Veg,25.25,Overweight
52,Female,177,61,3,Non-Veg,19.47,Normal
